measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Number,2003,9.450341944747954,31.156035600399054,1.1074128810395758
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Number,2003,118.67377686001667,389.9572538477105,14.036712980199862
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Number,2004,9.817615989388516,33.81750777794452,1.0590810051448507
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Number,2004,121.94326308927472,420.6239019636659,13.319621239327137
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Number,2005,9.891897351221589,37.66323310144682,0.9964992472499612
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Number,2005,122.07029828861208,463.84157514370696,12.23148043268263
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Number,2006,9.568924380141446,34.91081223849918,1.047259053433859
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Number,2006,116.43924593030366,423.82077680043653,12.744078087951836
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Number,2007,8.934069344337955,31.50059668929956,1.0482135666783596
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Number,2007,104.96684029237623,365.81602752257294,12.253575516145851
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Number,2008,8.206844999478205,27.45750220107781,0.9510375032689358
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Number,2008,90.8207908537356,304.50245615842,10.492567712443828
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Number,2009,7.584302578651185,25.242628766005822,0.8637538746879521
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Number,2009,76.85976542617459,257.5603697267479,8.818623224015536
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Number,2010,7.242498934546669,23.90663366614353,0.7833750677445767
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Number,2010,65.65783590739477,216.50299313158595,7.092098879051098
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Number,2011,7.10107935703095,22.6249266889135,0.8860317701458206
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Number,2011,56.31332234776943,176.3108671233913,7.102592030192426
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Number,2012,6.969945451766678,20.865905093915615,0.9448529126108419
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Number,2012,47.02533271248966,136.42597974923936,6.489838620254941
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Number,2013,6.860034386028085,20.13454127574756,0.9283812498652305
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Number,2013,38.887941008719146,111.22548505678182,5.3598339096997165
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Number,2014,6.780764579806774,20.96443697184893,0.8829375451793853
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Number,2014,32.79096182049869,98.42861373647368,4.327847299208503
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Number,2015,6.7418258725255225,21.637031923370483,0.7597539241787276
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Number,2015,29.47449154538275,94.84355910479995,3.3332971073119047
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Number,2016,7.149533671457373,23.41579165307813,0.8528814168603973
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Number,2016,28.327270225497124,94.21682509368729,3.345700880348766
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Number,2017,7.692651513193325,27.44024682998697,0.8285473658507959
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Number,2017,27.50403894847052,98.19550571929862,2.9607605161099655
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Number,2018,7.944146573919552,28.88244465995618,0.8586818515162622
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Number,2018,26.089836968637215,94.0941146525708,2.849237094626298
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Number,2019,8.133854720582663,31.059040598973006,0.7949274046933943
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Number,2019,24.175792182332277,92.30879463090639,2.368065911272073
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,1990,0.0,0.0,0.0
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,1990,0.0,0.0,0.0
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,1991,5.1934923085871346e-05,0.0001692408253213358,7.86688194996985e-06
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,1991,0.0007676203742070533,0.002503296311742998,0.00011626012860239692
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,1992,0.00020694116441303246,0.0006069932572114385,3.575465678077457e-05
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,1992,0.00300966370562914,0.008848622253936064,0.000520789520140575
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,1993,0.0004624298336057967,0.0013103230431503183,7.931691881443736e-05
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,1993,0.0066238824160617235,0.018746631752475172,0.0011333110075230348
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,1994,0.0008135277419822029,0.002608031058567331,0.00012638604519547928
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,1994,0.01149350757582093,0.03681550292768951,0.0017832197604455346
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,1995,0.0012528774055267859,0.004642575541145851,0.00011261461577137168
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,1995,0.017486521192027777,0.06461302808775712,0.0015724554098298412
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,1996,0.0023986824878551227,0.008366227780178006,0.0002534929628484031
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,1996,0.033100326989587044,0.11592611841543249,0.0035071201847623715
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,1997,0.004645325474538013,0.014619349152835338,0.0005254898023237905
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,1997,0.0633515586230336,0.19980208621845563,0.007169186111321692
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,1998,0.007618450163932918,0.024285417587281307,0.000897352742206364
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,1998,0.10271370937495726,0.3291134563693331,0.011947033091626364
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,1999,0.010913233128302696,0.035404456457233696,0.0012121547276483676
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,1999,0.14549246631569748,0.4725503778638103,0.016207176013817003
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2000,0.014103120556582496,0.049229613266512824,0.0013248685924154625
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2000,0.18581364117536475,0.6489094915862047,0.01749312628197677
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2001,0.017624494847311403,0.060763992747129424,0.0018738742357326463
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2001,0.23034877367092813,0.7831024502091177,0.024705410887308498
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2002,0.021761188473802876,0.07112141873424176,0.002483427105525448
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2002,0.282909913566191,0.9124809877033959,0.03258239516252207
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2003,0.025789399770838505,0.0866520008172365,0.0029813735807432897
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2003,0.33233022159338915,1.091299737197305,0.0393980655305247
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2004,0.028976682517642616,0.1019924361968101,0.003093713391263808
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2004,0.367462503234858,1.2674505791907948,0.04018919263584338
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2005,0.03062412196824733,0.11655316418830605,0.0030872608387036713
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2005,0.3779388735915306,1.4353105154955834,0.0378504228282672
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2006,0.03105048297506591,0.11278583355715302,0.0034652616607522904
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2006,0.36789956941806445,1.3404353253009123,0.04022083019286736
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2007,0.031125320704196487,0.10767461623868646,0.0036652902391647525
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2007,0.3501004230036303,1.2183751571382662,0.04095541018304403
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2008,0.031051171988116254,0.10289490451396656,0.003595668193429821
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2008,0.3279582338160352,1.0972468147161192,0.03792421997103369
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2009,0.030994396913737395,0.10338680710451391,0.003515455928711448
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2009,0.30436365677511296,1.0197949486069122,0.03497300100548067
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2010,0.031083720510465315,0.10266040480283173,0.0033547824156063186
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2010,0.2818025821820868,0.928930834265863,0.03049089445728861
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2011,0.031509094207063736,0.09853451886080931,0.003984838956432051
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2011,0.2560021427957913,0.8012309198287731,0.0321856059837934
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2012,0.032335665312807176,0.09467361758395788,0.004457300238415085
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2012,0.22521334768389642,0.6574340521427773,0.03101197297587248
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2013,0.03354103403826518,0.09713073241904889,0.00459469698848904
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2013,0.19579144806292026,0.5649865756489115,0.026701644506464613
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2014,0.03510446168658656,0.10707226106639182,0.004611263155286158
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2014,0.1731271623567819,0.5303600183541868,0.022855478227136412
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2015,0.037016664208077484,0.1190161729015585,0.004165774340271562
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2015,0.16182835733235726,0.5205209458064535,0.01828522622106388
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2016,0.0411186460758107,0.13519177822641504,0.00495129620688127
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2016,0.1621059598585051,0.53632498791175,0.01910475316081043
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2017,0.045934152286159116,0.16385633603641397,0.004970959083326925
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2017,0.1642105274645466,0.5876767189774722,0.017680028060929956
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2018,0.04939885932424116,0.17925157819666038,0.005283917888001325
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2018,0.16163940543694316,0.5800583609535995,0.017677295715326394
Prevalence,Eastern Cape,Male,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2019,0.05247646805129996,0.2003453493219425,0.0051400299931692065
Prevalence,Eastern Cape,Female,15-19 years,HIV/AIDS - Extensively drug-resistant Tuberculosis,Number,2019,0.15597032593026744,0.5955334073892142,0.015261613529694353
Prevalence,Eastern Cape,Male,15-19 years,Extensively drug-resistant tuberculosis,Number,1990,0.0,0.0,0.0
Prevalence,Eastern Cape,Female,15-19 years,Extensively drug-resistant tuberculosis,Number,1990,0.0,0.0,0.0
Prevalence,Eastern Cape,Male,15-19 years,Extensively drug-resistant tuberculosis,Number,1991,0.0003489148502547202,0.0011627860170170144,5.409172841288479e-05
Prevalence,Eastern Cape,Female,15-19 years,Extensively drug-resistant tuberculosis,Number,1991,0.000841144016781222,0.002826707948225758,0.00012263041629707001
Prevalence,Eastern Cape,Male,15-19 years,Extensively drug-resistant tuberculosis,Number,1992,0.001371231239372656,0.004208067036032107,0.00022428842762121335
Prevalence,Eastern Cape,Female,15-19 years,Extensively drug-resistant tuberculosis,Number,1992,0.0032041928204385294,0.009819510799225642,0.00048409162911711764
Prevalence,Eastern Cape,Male,15-19 years,Extensively drug-resistant tuberculosis,Number,1993,0.0030184970781673356,0.009059746829614853,0.0005144403573516334
Prevalence,Eastern Cape,Female,15-19 years,Extensively drug-resistant tuberculosis,Number,1993,0.006830611238862335,0.02071748034141402,0.00106590045746929
Prevalence,Eastern Cape,Male,15-19 years,Extensively drug-resistant tuberculosis,Number,1994,0.005224001905317698,0.016658014556294093,0.0007936383531729789
Prevalence,Eastern Cape,Female,15-19 years,Extensively drug-resistant tuberculosis,Number,1994,0.01143883958489531,0.03745795708895573,0.001645276439608613
Prevalence,Eastern Cape,Male,15-19 years,Extensively drug-resistant tuberculosis,Number,1995,0.007902127738629394,0.02928933532643072,0.0007226082023256081
Prevalence,Eastern Cape,Female,15-19 years,Extensively drug-resistant tuberculosis,Number,1995,0.01672472147953492,0.06460341591458134,0.0013467615836619544
Prevalence,Eastern Cape,Male,15-19 years,Extensively drug-resistant tuberculosis,Number,1996,0.012833815503873618,0.04391669498692192,0.0012685553805331083
Prevalence,Eastern Cape,Female,15-19 years,Extensively drug-resistant tuberculosis,Number,1996,0.023990182948084245,0.08746237200164424,0.002055071254144716
Prevalence,Eastern Cape,Male,15-19 years,Extensively drug-resistant tuberculosis,Number,1997,0.021358995751915973,0.07078108597440838,0.002169629062723899
Prevalence,Eastern Cape,Female,15-19 years,Extensively drug-resistant tuberculosis,Number,1997,0.034667485171833406,0.1249566686692757,0.003117894576152622
Prevalence,Eastern Cape,Male,15-19 years,Extensively drug-resistant tuberculosis,Number,1998,0.03264682829260016,0.1103024025995846,0.0035015509797059457
Prevalence,Eastern Cape,Female,15-19 years,Extensively drug-resistant tuberculosis,Number,1998,0.04865716873544464,0.1820483550085033,0.00429439285305756
Prevalence,Eastern Cape,Male,15-19 years,Extensively drug-resistant tuberculosis,Number,1999,0.04578799069127785,0.15136864324395427,0.004885860327375154
Prevalence,Eastern Cape,Female,15-19 years,Extensively drug-resistant tuberculosis,Number,1999,0.06585709334474388,0.26039641803451274,0.005253683979773123
Prevalence,Eastern Cape,Male,15-19 years,Extensively drug-resistant tuberculosis,Number,2000,0.05981653994243541,0.22362123089768085,0.005264981666802416
Prevalence,Eastern Cape,Female,15-19 years,Extensively drug-resistant tuberculosis,Number,2000,0.08614673337972774,0.36802238089620576,0.005564083545566378
Prevalence,Eastern Cape,Male,15-19 years,Extensively drug-resistant tuberculosis,Number,2001,0.07701492547779148,0.27907416576299676,0.007945572118064403
Prevalence,Eastern Cape,Female,15-19 years,Extensively drug-resistant tuberculosis,Number,2001,0.11763384515010775,0.4602998916290866,0.009973985532450819
Prevalence,Eastern Cape,Male,15-19 years,Extensively drug-resistant tuberculosis,Number,2002,0.09871119334351518,0.35598776334623156,0.01083648496761094
Prevalence,Eastern Cape,Female,15-19 years,Extensively drug-resistant tuberculosis,Number,2002,0.16442146821792103,0.6034933493124134,0.015234417183271615
Prevalence,Eastern Cape,Male,15-19 years,Extensively drug-resistant tuberculosis,Number,2003,0.12220339667879465,0.4237721758419638,0.01273102228865004
Prevalence,Eastern Cape,Female,15-19 years,Extensively drug-resistant tuberculosis,Number,2003,0.21968682351206098,0.8003162490652372,0.02224049154382223
Prevalence,Eastern Cape,Male,15-19 years,Extensively drug-resistant tuberculosis,Number,2004,0.1446876523831649,0.5388937813033552,0.01451275886388109
Prevalence,Eastern Cape,Female,15-19 years,Extensively drug-resistant tuberculosis,Number,2004,0.27621908749097834,1.028591493717093,0.0285615305583385
Prevalence,Eastern Cape,Male,15-19 years,Extensively drug-resistant tuberculosis,Number,2005,0.16342621285404713,0.6297898705763021,0.01512688399165962
Prevalence,Eastern Cape,Female,15-19 years,Extensively drug-resistant tuberculosis,Number,2005,0.32692099600242147,1.320210630374608,0.028461062502641018
Prevalence,Eastern Cape,Male,15-19 years,Extensively drug-resistant tuberculosis,Number,2006,0.1772924954931585,0.6707604028962892,0.019034141518758745
Prevalence,Eastern Cape,Female,15-19 years,Extensively drug-resistant tuberculosis,Number,2006,0.37502151220747865,1.4462652991240084,0.03698178150055456
Prevalence,Eastern Cape,Male,15-19 years,Extensively drug-resistant tuberculosis,Number,2007,0.18821422292087572,0.6921059487423465,0.02225312350562387
Prevalence,Eastern Cape,Female,15-19 years,Extensively drug-resistant tuberculosis,Number,2007,0.42452432141170937,1.6181745053558723,0.047427151794799255
Prevalence,Eastern Cape,Male,15-19 years,Extensively drug-resistant tuberculosis,Number,2008,0.19835517103659517,0.6970295606927515,0.021793212408699292
Prevalence,Eastern Cape,Female,15-19 years,Extensively drug-resistant tuberculosis,Number,2008,0.4703313917646824,1.8018029876618125,0.05275282929356069
Prevalence,Eastern Cape,Male,15-19 years,Extensively drug-resistant tuberculosis,Number,2009,0.209659378314806,0.7642459291844246,0.02440568053093272
Prevalence,Eastern Cape,Female,15-19 years,Extensively drug-resistant tuberculosis,Number,2009,0.5075189942884866,1.9131466704643258,0.055559554622376266
Prevalence,Eastern Cape,Male,15-19 years,Extensively drug-resistant tuberculosis,Number,2010,0.22378789284771353,0.8202856549837567,0.02296255697533304
Prevalence,Eastern Cape,Female,15-19 years,Extensively drug-resistant tuberculosis,Number,2010,0.5313664037305503,2.0357267197438706,0.055762853859273466
Prevalence,Eastern Cape,Male,15-19 years,Extensively drug-resistant tuberculosis,Number,2011,0.24561151827179006,0.8371304114920917,0.029859516448275777
Prevalence,Eastern Cape,Female,15-19 years,Extensively drug-resistant tuberculosis,Number,2011,0.5440477402885333,1.8944059512858014,0.06213533073366102
Prevalence,Eastern Cape,Male,15-19 years,Extensively drug-resistant tuberculosis,Number,2012,0.275044321854,0.8765876452184361,0.03568757953703161
Prevalence,Eastern Cape,Female,15-19 years,Extensively drug-resistant tuberculosis,Number,2012,0.5509980761184922,1.7221953266267023,0.07120702667880391
Prevalence,Eastern Cape,Male,15-19 years,Extensively drug-resistant tuberculosis,Number,2013,0.3068363464633903,0.9371114909936613,0.042806075833381606
Prevalence,Eastern Cape,Female,15-19 years,Extensively drug-resistant tuberculosis,Number,2013,0.5545268775082277,1.7178971688100348,0.07299741277227138
Prevalence,Eastern Cape,Male,15-19 years,Extensively drug-resistant tuberculosis,Number,2014,0.33615022304539516,1.05833012865292,0.04296443416099856
Prevalence,Eastern Cape,Female,15-19 years,Extensively drug-resistant tuberculosis,Number,2014,0.5568160131082232,1.7725983735871318,0.06795853463801003
